@RELATION dados

@ATTRIBUTE A39	REAL
@ATTRIBUTE A40	REAL
@ATTRIBUTE A41	REAL
@ATTRIBUTE A42	REAL
@ATTRIBUTE A43	REAL
@ATTRIBUTE A44	REAL
@ATTRIBUTE A45	REAL
@ATTRIBUTE A46	REAL
@ATTRIBUTE A47	REAL
@ATTRIBUTE A48	REAL
@ATTRIBUTE A49	REAL
@ATTRIBUTE A50	REAL
@ATTRIBUTE A51	REAL
@ATTRIBUTE A52	REAL
@ATTRIBUTE A53	REAL
@ATTRIBUTE A54	REAL
@ATTRIBUTE A55	REAL
@ATTRIBUTE A56	REAL
@ATTRIBUTE A57	REAL
@ATTRIBUTE A58	REAL
@ATTRIBUTE A59	REAL
@ATTRIBUTE A60	REAL
@ATTRIBUTE A61	REAL
@ATTRIBUTE A62	REAL
@ATTRIBUTE A63	REAL
@ATTRIBUTE A64	REAL
@ATTRIBUTE A65	REAL
@ATTRIBUTE A66	REAL
@ATTRIBUTE A67	REAL
@ATTRIBUTE A68	REAL
@ATTRIBUTE A69	REAL
@ATTRIBUTE A70	REAL
@ATTRIBUTE A71	REAL
@ATTRIBUTE A72	REAL
@ATTRIBUTE A73	REAL
@ATTRIBUTE A74	REAL
@ATTRIBUTE A75	REAL
@ATTRIBUTE A76	REAL
@ATTRIBUTE class {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30}

@DATA
0.015141, 0.032396, 0.051669, 0.068827, 0.087955, 0.105759, 0.124903, 0.142820, 0.161690, 0.180091, 0.199525, 0.218363, 0.238152, 0.258071, 0.277893, 0.298715, 0.319457, 0.341200, 0.362829, 0.385508, 0.409172, 0.433723, 0.458871, 0.485424, 0.513381, 0.542549, 0.574009, 0.608019, 0.645613, 0.690422, 0.761122, 0.806737, 0.839811, 0.868204, 0.891884, 0.913707, 0.934207, 0.954303, 1
0.013163, 0.032526, 0.051378, 0.070485, 0.088444, 0.105918, 0.125612, 0.144745, 0.163444, 0.182602, 0.201199, 0.220740, 0.240536, 0.260842, 0.281250, 0.301709, 0.322832, 0.344796, 0.367755, 0.390714, 0.415077, 0.439617, 0.465663, 0.493240, 0.522143, 0.553367, 0.587653, 0.625255, 0.676046, 0.738010, 0.781097, 0.817219, 0.848367, 0.875765, 0.901071, 0.923750, 0.944617, 0.962934, 1
0.014649, 0.033550, 0.051319, 0.069770, 0.087647, 0.106424, 0.123882, 0.143186, 0.161948, 0.180430, 0.199719, 0.218450, 0.238173, 0.257261, 0.277869, 0.298182, 0.319007, 0.340392, 0.362536, 0.385177, 0.408035, 0.432585, 0.457321, 0.483236, 0.510750, 0.539785, 0.570945, 0.604201, 0.643151, 0.688278, 0.752012, 0.798861, 0.837346, 0.868615, 0.895136, 0.918630, 0.939316, 0.958745, 1
0.014663, 0.033825, 0.052563, 0.071682, 0.090378, 0.108839, 0.128086, 0.147694, 0.167302, 0.187249, 0.206580, 0.226634, 0.246772, 0.267589, 0.288385, 0.310306, 0.332417, 0.354868, 0.378550, 0.402445, 0.428164, 0.454286, 0.482233, 0.512621, 0.547210, 0.583115, 0.626129, 0.691572, 0.735477, 0.774353, 0.810131, 0.841134, 0.867723, 0.891956, 0.912031, 0.929644, 0.945665, 0.961029, 1
0.016162, 0.034104, 0.052297, 0.071426, 0.091900, 0.114212, 0.138415, 0.165468, 0.197860, 0.246701, 0.292346, 0.331659, 0.370074, 0.408427, 0.447954, 0.488387, 0.528506, 0.567083, 0.605167, 0.642606, 0.679152, 0.714932, 0.751053, 0.787914, 0.826872, 0.863813, 0.897186, 0.922362, 0.942657, 0.952858, 0.960993, 0.968240, 0.974775, 0.980463, 0.985492, 0.989664, 0.993084, 0.995643, 2
0.015438, 0.032359, 0.050078, 0.069101, 0.088934, 0.109980, 0.133295, 0.160333, 0.196817, 0.248296, 0.290261, 0.329537, 0.368164, 0.407262, 0.447630, 0.487073, 0.526228, 0.565205, 0.603217, 0.642166, 0.678558, 0.714898, 0.750779, 0.787021, 0.822201, 0.856110, 0.887038, 0.915800, 0.940052, 0.955088, 0.962608, 0.969417, 0.975731, 0.981132, 0.985705, 0.989716, 0.992945, 0.995432, 2
0.015306, 0.033480, 0.050725, 0.070506, 0.090429, 0.111386, 0.134877, 0.161067, 0.191848, 0.237862, 0.282320, 0.322557, 0.361665, 0.400326, 0.439988, 0.480509, 0.521030, 0.559448, 0.598652, 0.636216, 0.672363, 0.708767, 0.744076, 0.781550, 0.819436, 0.854971, 0.888904, 0.919432, 0.942323, 0.951499, 0.959837, 0.967048, 0.973778, 0.979650, 0.984641, 0.988963, 0.992458, 0.995161, 2
0.015250, 0.033434, 0.050991, 0.069374, 0.089396, 0.110918, 0.134461, 0.161439, 0.196965, 0.243225, 0.285003, 0.324230, 0.362559, 0.400290, 0.439598, 0.480264, 0.519562, 0.558922, 0.597735, 0.636921, 0.672779, 0.709536, 0.745940, 0.781967, 0.819458, 0.853505, 0.885377, 0.914407, 0.944988, 0.955266, 0.962896, 0.969914, 0.976191, 0.981443, 0.986184, 0.990135, 0.993284, 0.995667, 2
0.015099, 0.033114, 0.051459, 0.070572, 0.090403, 0.112207, 0.136057, 0.162695, 0.196867, 0.244388, 0.287702, 0.327806, 0.366302, 0.404921, 0.444175, 0.484462, 0.524352, 0.563851, 0.603034, 0.641169, 0.677396, 0.713628, 0.750115, 0.787192, 0.824722, 0.859713, 0.892399, 0.923066, 0.943507, 0.953341, 0.961206, 0.968557, 0.975049, 0.980787, 0.985615, 0.989670, 0.992987, 0.995612, 2
0.015244, 0.032883, 0.050901, 0.069933, 0.089677, 0.111157, 0.134391, 0.159966, 0.189354, 0.231957, 0.279012, 0.319024, 0.358286, 0.396649, 0.436291, 0.476274, 0.514623, 0.552784, 0.591243, 0.628395, 0.664931, 0.700943, 0.736725, 0.773410, 0.810908, 0.847007, 0.879466, 0.907734, 0.929170, 0.947246, 0.961558, 0.968783, 0.975191, 0.980845, 0.985720, 0.989796, 0.993152, 0.995695, 2
0.014494, 0.030601, 0.049449, 0.067346, 0.087200, 0.106310, 0.126522, 0.150660, 0.175336, 0.206667, 0.251514, 0.298799, 0.338218, 0.376961, 0.418074, 0.456789, 0.494003, 0.529674, 0.565675, 0.602669, 0.638105, 0.673666, 0.708207, 0.743629, 0.778529, 0.815453, 0.849608, 0.882331, 0.914212, 0.942788, 0.955849, 0.963344, 0.970385, 0.976461, 0.981600, 0.986436, 0.990170, 0.993338, 2
0.015057, 0.031302, 0.050754, 0.069256, 0.088218, 0.109630, 0.131963, 0.154593, 0.183014, 0.215845, 0.267772, 0.310062, 0.349858, 0.389475, 0.430622, 0.469422, 0.506649, 0.544499, 0.582200, 0.618165, 0.654604, 0.688460, 0.724380, 0.760211, 0.796769, 0.835718, 0.870197, 0.901558, 0.930351, 0.949001, 0.957316, 0.965112, 0.971690, 0.977511, 0.983005, 0.987312, 0.990816, 0.993904, 2
0.015193, 0.032132, 0.051317, 0.069941, 0.090340, 0.110542, 0.133081, 0.158914, 0.186797, 0.223011, 0.275497, 0.315977, 0.353482, 0.390835, 0.427976, 0.464783, 0.502318, 0.538533, 0.575097, 0.611206, 0.646738, 0.683575, 0.718712, 0.754775, 0.791461, 0.828829, 0.863663, 0.895188, 0.924466, 0.946338, 0.961273, 0.969044, 0.975343, 0.981005, 0.985437, 0.989520, 0.992601, 0.994923, 2
0.015792, 0.033222, 0.050813, 0.069200, 0.088499, 0.110000, 0.132375, 0.157167, 0.185099, 0.220947, 0.272682, 0.313888, 0.352033, 0.389061, 0.427405, 0.465298, 0.503114, 0.540467, 0.577483, 0.614875, 0.651319, 0.686220, 0.721419, 0.757059, 0.792859, 0.827928, 0.862215, 0.893685, 0.921929, 0.947050, 0.961068, 0.968274, 0.974658, 0.980255, 0.985173, 0.989308, 0.992647, 0.995268, 2
0.015913, 0.033038, 0.050539, 0.069117, 0.089271, 0.110403, 0.134571, 0.161317, 0.198867, 0.251961, 0.294558, 0.334337, 0.373506, 0.414540, 0.455131, 0.495002, 0.534097, 0.572970, 0.611136, 0.650305, 0.686605, 0.723066, 0.758572, 0.794601, 0.830108, 0.863287, 0.894134, 0.922222, 0.942548, 0.956805, 0.964241, 0.970963, 0.977144, 0.982450, 0.986981, 0.990711, 0.993752, 0.996054, 2
0.015796, 0.032648, 0.051418, 0.070044, 0.090480, 0.111886, 0.135557, 0.161318, 0.192881, 0.236954, 0.283150, 0.324096, 0.363341, 0.402004, 0.442311, 0.483171, 0.523363, 0.562295, 0.601796, 0.639432, 0.675624, 0.711326, 0.747535, 0.784908, 0.822384, 0.858422, 0.891316, 0.921344, 0.943013, 0.952223, 0.960361, 0.967797, 0.974297, 0.980181, 0.985083, 0.989328, 0.992655, 0.995383, 2
0.015237, 0.033513, 0.051753, 0.070241, 0.090385, 0.112208, 0.135364, 0.161072, 0.189964, 0.236884, 0.284000, 0.325261, 0.364951, 0.403909, 0.442764, 0.482594, 0.521615, 0.559246, 0.597706, 0.635238, 0.671822, 0.707285, 0.743406, 0.779974, 0.817045, 0.852109, 0.885222, 0.914125, 0.935964, 0.953872, 0.963212, 0.970353, 0.976463, 0.982022, 0.986705, 0.990533, 0.993567, 0.996056, 2
0.015048, 0.032142, 0.051464, 0.070160, 0.088764, 0.110848, 0.132795, 0.157977, 0.186701, 0.224138, 0.278899, 0.319862, 0.357712, 0.394509, 0.431779, 0.467553, 0.503464, 0.540673, 0.576997, 0.612954, 0.648698, 0.683282, 0.719712, 0.754785, 0.790971, 0.827737, 0.861817, 0.893013, 0.921370, 0.943927, 0.958411, 0.968301, 0.974955, 0.980404, 0.985242, 0.989194, 0.992155, 0.994735, 2
0.015936, 0.034166, 0.052658, 0.072147, 0.092869, 0.114958, 0.138936, 0.166486, 0.198758, 0.248043, 0.294085, 0.334710, 0.374225, 0.413828, 0.453869, 0.495034, 0.534612, 0.573645, 0.611715, 0.649078, 0.685142, 0.721975, 0.758429, 0.796450, 0.834962, 0.870486, 0.903464, 0.924423, 0.944507, 0.954666, 0.962722, 0.969877, 0.976219, 0.981773, 0.986548, 0.990467, 0.993636, 0.996001, 2
0.014357, 0.030541, 0.049752, 0.067312, 0.087668, 0.107874, 0.129458, 0.152104, 0.180191, 0.218380, 0.265105, 0.312430, 0.352160, 0.393090, 0.433189, 0.471419, 0.508286, 0.544826, 0.582116, 0.618860, 0.657077, 0.690563, 0.726067, 0.760602, 0.796406, 0.831760, 0.866268, 0.898581, 0.927827, 0.951973, 0.960808, 0.968184, 0.974265, 0.980033, 0.984736, 0.988963, 0.992194, 0.994730, 2
0.015655, 0.033306, 0.051087, 0.069665, 0.089663, 0.110695, 0.133383, 0.158586, 0.187717, 0.226013, 0.277798, 0.319212, 0.357520, 0.395290, 0.432895, 0.471726, 0.509995, 0.547920, 0.585151, 0.622178, 0.658020, 0.692697, 0.728349, 0.764778, 0.800335, 0.835637, 0.870207, 0.900369, 0.928340, 0.950813, 0.962448, 0.969521, 0.975791, 0.981368, 0.986163, 0.990148, 0.993344, 0.995961, 2
0.014967, 0.031360, 0.049600, 0.068966, 0.087956, 0.109064, 0.131462, 0.155136, 0.181558, 0.216821, 0.268883, 0.311998, 0.352501, 0.392149, 0.432141, 0.473214, 0.510310, 0.547420, 0.584815, 0.621280, 0.656333, 0.691492, 0.725735, 0.761794, 0.798844, 0.835429, 0.870422, 0.901437, 0.926868, 0.946384, 0.957883, 0.965254, 0.972235, 0.978015, 0.983134, 0.987607, 0.991225, 0.993988, 2
0.015535, 0.033874, 0.051357, 0.070976, 0.090904, 0.112946, 0.137002, 0.163116, 0.198121, 0.246256, 0.290797, 0.330968, 0.370266, 0.409135, 0.449123, 0.489338, 0.529542, 0.569469, 0.608509, 0.646141, 0.683204, 0.718877, 0.755527, 0.791884, 0.829560, 0.865360, 0.896646, 0.926276, 0.945856, 0.954548, 0.962705, 0.969758, 0.976148, 0.981750, 0.986369, 0.990331, 0.993488, 0.995828, 2
0.015736, 0.032871, 0.051338, 0.070156, 0.090161, 0.111343, 0.135407, 0.161616, 0.196772, 0.242357, 0.287117, 0.326443, 0.365579, 0.403600, 0.443182, 0.483717, 0.523488, 0.562156, 0.601035, 0.640126, 0.676291, 0.712490, 0.748816, 0.785260, 0.822473, 0.857077, 0.889067, 0.917327, 0.946731, 0.956179, 0.963810, 0.970806, 0.976881, 0.982216, 0.986731, 0.990583, 0.993604, 0.995973, 2
0.018936, 0.041380, 0.064590, 0.087707, 0.110833, 0.134788, 0.159259, 0.184605, 0.209112, 0.234854, 0.261609, 0.289368, 0.316694, 0.345604, 0.377148, 0.408471, 0.440273, 0.480014, 0.525825, 0.581950, 0.641207, 0.685019, 0.721316, 0.758395, 0.789663, 0.817302, 0.843394, 0.866474, 0.887242, 0.906344, 0.923677, 0.939205, 0.953333, 0.965334, 0.975538, 0.984030, 0.990311, 0.994317, 3
0.017405, 0.039499, 0.062351, 0.084517, 0.106503, 0.128759, 0.151521, 0.175491, 0.199046, 0.223377, 0.248447, 0.273535, 0.299507, 0.327138, 0.356032, 0.383952, 0.413513, 0.446681, 0.482843, 0.520935, 0.563320, 0.624877, 0.682106, 0.728512, 0.765252, 0.799376, 0.830542, 0.857524, 0.880917, 0.902434, 0.921173, 0.937965, 0.952574, 0.964983, 0.975083, 0.983398, 0.989656, 0.993678, 3
0.018408, 0.039781, 0.061578, 0.083579, 0.106180, 0.128167, 0.150957, 0.173850, 0.197619, 0.222133, 0.246676, 0.271877, 0.297297, 0.324675, 0.353733, 0.384134, 0.413879, 0.445508, 0.481928, 0.519591, 0.563141, 0.610942, 0.676362, 0.723769, 0.760453, 0.797297, 0.825055, 0.851074, 0.875457, 0.896508, 0.915486, 0.933148, 0.948137, 0.961943, 0.972973, 0.981899, 0.989175, 0.993616, 3
0.016556, 0.038543, 0.060284, 0.083843, 0.105401, 0.128612, 0.150864, 0.175382, 0.198165, 0.222438, 0.247119, 0.272331, 0.298482, 0.325042, 0.352683, 0.382876, 0.413764, 0.446896, 0.481785, 0.520042, 0.560810, 0.615460, 0.680848, 0.724923, 0.761976, 0.795252, 0.824281, 0.850249, 0.873930, 0.894793, 0.913575, 0.930948, 0.946014, 0.959201, 0.970960, 0.979902, 0.987802, 0.992845, 3
0.018121, 0.041968, 0.064850, 0.086613, 0.110339, 0.134394, 0.158790, 0.183471, 0.208755, 0.235201, 0.262295, 0.289652, 0.317338, 0.346780, 0.377164, 0.408569, 0.445393, 0.482874, 0.526576, 0.576178, 0.637441, 0.682886, 0.721465, 0.754965, 0.787730, 0.816765, 0.843047, 0.866565, 0.889447, 0.910003, 0.928311, 0.944425, 0.958235, 0.969818, 0.979142, 0.986744, 0.992064, 0.995376, 3
0.018799, 0.040013, 0.061122, 0.083202, 0.107619, 0.129910, 0.152305, 0.177195, 0.202190, 0.226449, 0.252048, 0.280036, 0.306553, 0.333806, 0.365207, 0.397632, 0.434835, 0.473351, 0.515044, 0.562907, 0.628859, 0.678796, 0.718258, 0.753597, 0.784394, 0.812854, 0.838059, 0.862109, 0.884137, 0.902962, 0.920894, 0.937093, 0.951192, 0.962875, 0.972984, 0.981805, 0.987844, 0.992071, 3
0.019046, 0.041164, 0.064783, 0.087877, 0.111788, 0.136065, 0.161939, 0.187557, 0.214260, 0.240829, 0.268752, 0.297772, 0.328023, 0.360128, 0.396537, 0.431544, 0.467526, 0.501936, 0.542600, 0.589569, 0.645267, 0.694431, 0.729584, 0.761530, 0.791367, 0.819107, 0.843335, 0.866661, 0.887438, 0.906545, 0.923640, 0.938845, 0.951721, 0.963243, 0.972900, 0.981399, 0.988288, 0.993556, 3
0.019734, 0.042023, 0.066331, 0.090208, 0.115793, 0.140279, 0.165671, 0.191330, 0.218355, 0.246657, 0.275078, 0.304464, 0.335291, 0.368419, 0.404517, 0.444862, 0.488013, 0.548374, 0.605662, 0.647982, 0.687346, 0.721885, 0.753380, 0.782662, 0.809851, 0.834678, 0.857323, 0.878646, 0.898128, 0.915858, 0.931464, 0.945333, 0.958193, 0.968587, 0.977452, 0.984683, 0.989955, 0.993860, 3
0.016224, 0.038201, 0.060365, 0.083489, 0.105626, 0.128563, 0.150354, 0.175449, 0.200464, 0.226304, 0.253050, 0.278971, 0.305983, 0.334301, 0.363871, 0.395146, 0.428366, 0.464516, 0.504129, 0.547126, 0.610342, 0.665166, 0.703953, 0.741276, 0.773003, 0.801428, 0.828387, 0.852390, 0.874847, 0.894507, 0.912915, 0.929698, 0.943977, 0.957190, 0.968139, 0.978102, 0.985508, 0.991102, 3
0.017988, 0.040774, 0.064067, 0.086130, 0.109254, 0.133030, 0.157432, 0.180146, 0.206019, 0.231264, 0.256221, 0.282190, 0.310571, 0.337770, 0.366970, 0.398100, 0.431978, 0.465736, 0.506824, 0.552228, 0.612413, 0.670163, 0.714120, 0.752701, 0.786000, 0.816406, 0.843316, 0.867284, 0.889395, 0.908227, 0.925950, 0.941840, 0.955102, 0.966749, 0.976683, 0.983362, 0.989487, 0.993224, 3
0.016639, 0.038859, 0.060476, 0.083314, 0.105466, 0.128270, 0.151158, 0.174764, 0.199021, 0.223312, 0.248922, 0.275268, 0.302833, 0.329814, 0.357195, 0.388570, 0.419226, 0.456063, 0.496559, 0.537856, 0.582746, 0.650540, 0.698353, 0.733937, 0.767216, 0.796853, 0.825086, 0.849911, 0.872615, 0.893481, 0.912242, 0.929199, 0.944619, 0.958485, 0.969979, 0.979669, 0.987086, 0.992415, 3
0.017126, 0.038245, 0.060200, 0.081675, 0.104326, 0.125712, 0.148309, 0.171655, 0.194253, 0.218062, 0.241354, 0.266750, 0.291521, 0.316881, 0.343845, 0.371646, 0.399465, 0.427356, 0.458490, 0.491709, 0.525765, 0.565400, 0.607565, 0.658089, 0.726933, 0.783426, 0.818427, 0.848545, 0.875277, 0.898303, 0.918405, 0.936850, 0.952159, 0.965186, 0.976057, 0.984380, 0.989744, 0.993843, 3
0.017673, 0.039280, 0.061000, 0.083914, 0.106247, 0.129846, 0.153362, 0.177749, 0.201742, 0.226919, 0.252074, 0.277998, 0.305675, 0.333207, 0.361746, 0.390710, 0.420359, 0.456089, 0.490865, 0.527737, 0.570036, 0.621717, 0.673679, 0.721219, 0.755216, 0.791154, 0.818053, 0.844018, 0.867378, 0.889462, 0.908920, 0.926697, 0.942803, 0.957457, 0.969474, 0.979239, 0.987199, 0.992689, 3
0.019608, 0.042719, 0.064645, 0.087451, 0.111020, 0.134799, 0.158185, 0.182574, 0.207673, 0.233023, 0.259300, 0.286456, 0.313401, 0.341800, 0.372169, 0.401846, 0.433892, 0.469473, 0.507065, 0.550349, 0.599016, 0.663840, 0.710038, 0.749043, 0.782648, 0.812847, 0.840765, 0.866245, 0.889537, 0.910116, 0.928173, 0.944002, 0.957158, 0.969007, 0.978915, 0.986595, 0.991924, 0.995840, 3
